transaction_id,product_id,customer_id,transaction_date,online_order,order_status,brand,product_line,product_class,product_size,list_price,standard_cost,product_first_sold_date,Profit,first_name,last_name,gender,past_3_years_bike_related_purchases,DOB,job_title,job_industry_category,wealth_segment,deceased_indicator,owns_car,tenure,age,recency,frequency,monetary,r_quartile,f_quartile,m_quartile,rfm_score,customer_title,age_group,detail_cust_title,rank
7021,98,3262,2017-10-11,0.0,Approved,Trek Bicycles,Standard,high,medium,358.39,215.03,38002.0,143.36,Maynord,L'Episcopi,Male,65,1959-10-14,Product Engineer,Entertainment,Mass Customer,N,No,12.0,63,1,9,4286.01,4,4,4,444,Platinum,70,Platinum_customer,1
8352,99,3262,2017-12-29,1.0,Approved,OHM Cycles,Standard,medium,medium,1227.34,770.89,34556.0,456.44999999999993,Maynord,L'Episcopi,Male,65,1959-10-14,Product Engineer,Entertainment,Mass Customer,N,No,12.0,63,1,9,4286.01,4,4,4,444,Platinum,70,Platinum_customer,1
8910,4,3262,2017-10-14,0.0,Approved,Giant Bicycles,Standard,high,medium,1129.13,677.48,38573.0,451.6500000000001,Maynord,L'Episcopi,Male,65,1959-10-14,Product Engineer,Entertainment,Mass Customer,N,No,12.0,63,1,9,4286.01,4,4,4,444,Platinum,70,Platinum_customer,1
11,5,1986,2017-01-17,0.0,Approved,Trek Bicycles,Mountain,low,medium,574.64,459.71,40784.0,114.93,Melania,Ruske,Female,53,1981-12-30,Missing,Retail,Mass Customer,N,No,16.0,41,121,2,852.5,2,1,2,212,Silver,50,High Risk Customer,8
6316,79,1986,2017-08-31,1.0,Approved,Norco Bicycles,Standard,medium,medium,1555.58,818.01,37873.0,737.5699999999999,Melania,Ruske,Female,53,1981-12-30,Missing,Retail,Mass Customer,N,No,16.0,41,121,2,852.5,2,1,2,212,Silver,50,High Risk Customer,8
12,61,2783,2017-01-05,1.0,Approved,OHM Cycles,Standard,low,medium,71.16,56.93,42172.0,14.229999999999997,Antonin,Gleaves,Male,14,1978-08-24,Sales Representative,Retail,Affluent Customer,N,Yes,7.0,45,73,6,1101.4699999999998,3,4,2,342,Gold,50,Potential Customer,5
843,21,2783,2017-02-11,1.0,Approved,Solex,Standard,medium,large,1071.23,380.74,42404.0,690.49,Antonin,Gleaves,Male,14,1978-08-24,Sales Representative,Retail,Affluent Customer,N,Yes,7.0,45,73,6,1101.4699999999998,3,4,2,342,Gold,50,Potential Customer,5
2623,56,2783,2017-06-21,1.0,Approved,OHM Cycles,Standard,medium,medium,183.86,137.9,40779.0,45.96000000000001,Antonin,Gleaves,Male,14,1978-08-24,Sales Representative,Retail,Affluent Customer,N,Yes,7.0,45,73,6,1101.4699999999998,3,4,2,342,Gold,50,Potential Customer,5
5392,86,2783,2017-07-06,0.0,Approved,OHM Cycles,Standard,medium,medium,235.63,125.07,36367.0,110.56,Antonin,Gleaves,Male,14,1978-08-24,Sales Representative,Retail,Affluent Customer,N,Yes,7.0,45,73,6,1101.4699999999998,3,4,2,342,Gold,50,Potential Customer,5
9505,95,2783,2017-10-18,0.0,Approved,Giant Bicycles,Standard,medium,large,569.56,528.43,33364.0,41.13,Antonin,Gleaves,Male,14,1978-08-24,Sales Representative,Retail,Affluent Customer,N,Yes,7.0,45,73,6,1101.4699999999998,3,4,2,342,Gold,50,Potential Customer,5
9828,42,2783,2017-04-03,1.0,Approved,OHM Cycles,Road,medium,small,1810.0,1610.9,37668.0,199.0999999999999,Antonin,Gleaves,Male,14,1978-08-24,Sales Representative,Retail,Affluent Customer,N,Yes,7.0,45,73,6,1101.4699999999998,3,4,2,342,Gold,50,Potential Customer,5
13,35,1243,2017-02-26,1.0,Approved,Trek Bicycles,Standard,low,medium,1057.51,154.4,34527.0,903.11,Robbert,Blakey,Male,73,1953-08-09,Research Assistant II,Retail,Mass Customer,N,No,8.0,70,70,4,1768.5200000000002,3,3,3,333,Gold,80,Potential Customer,5
5047,40,1243,2017-10-21,1.0,Cancelled,OHM Cycles,Standard,high,medium,1458.17,874.9,38750.0,583.2700000000001,Robbert,Blakey,Male,73,1953-08-09,Research Assistant II,Retail,Mass Customer,N,No,8.0,70,70,4,1768.5200000000002,3,3,3,333,Gold,80,Potential Customer,5
5804,67,1243,2017-01-24,1.0,Approved,Norco Bicycles,Road,medium,medium,544.05,376.84,38647.0,167.20999999999998,Robbert,Blakey,Male,73,1953-08-09,Research Assistant II,Retail,Mass Customer,N,No,8.0,70,70,4,1768.5200000000002,3,3,3,333,Gold,80,Potential Customer,5
8468,5,1243,2017-01-18,1.0,Approved,Trek Bicycles,Mountain,low,medium,574.64,459.71,40784.0,114.93,Robbert,Blakey,Male,73,1953-08-09,Research Assistant II,Retail,Mass Customer,N,No,8.0,70,70,4,1768.5200000000002,3,3,3,333,Gold,80,Potential Customer,5
14,16,2717,2017-09-10,0.0,Approved,Norco Bicycles,Standard,high,small,1661.92,1479.11,34586.0,182.81000000000017,Frederic,McGown,Male,31,1981-03-25,Registered Nurse,Health,Mass Customer,N,No,13.0,42,41,8,2816.7599999999998,3,4,4,344,Gold,50,Recent Customer,4
2942,51,2717,2017-07-04,1.0,Approved,OHM Cycles,Standard,high,medium,2005.66,1203.4,41009.0,802.26,Frederic,McGown,Male,31,1981-03-25,Registered Nurse,Health,Mass Customer,N,No,13.0,42,41,8,2816.7599999999998,3,4,4,344,Gold,50,Recent Customer,4
3595,10,2717,2017-03-11,1.0,Approved,WeareA2B,Touring,medium,medium,1466.68,363.25,41701.0,1103.43,Frederic,McGown,Male,31,1981-03-25,Registered Nurse,Health,Mass Customer,N,No,13.0,42,41,8,2816.7599999999998,3,4,4,344,Gold,50,Recent Customer,4
5681,32,2717,2017-11-19,1.0,Approved,Giant Bicycles,Standard,medium,medium,642.7,211.37,37337.0,431.33,Frederic,McGown,Male,31,1981-03-25,Registered Nurse,Health,Mass Customer,N,No,13.0,42,41,8,2816.7599999999998,3,4,4,344,Gold,50,Recent Customer,4
6206,84,2717,2017-06-13,1.0,Approved,Trek Bicycles,Road,medium,medium,290.62,215.14,38339.0,75.48000000000002,Frederic,McGown,Male,31,1981-03-25,Registered Nurse,Health,Mass Customer,N,No,13.0,42,41,8,2816.7599999999998,3,4,4,344,Gold,50,Recent Customer,4
6853,86,2717,2017-07-12,1.0,Approved,OHM Cycles,Standard,medium,medium,235.63,125.07,38206.0,110.56,Frederic,McGown,Male,31,1981-03-25,Registered Nurse,Health,Mass Customer,N,No,13.0,42,41,8,2816.7599999999998,3,4,4,344,Gold,50,Recent Customer,4
8511,56,2717,2017-02-28,1.0,Approved,OHM Cycles,Standard,medium,medium,183.86,137.9,35707.0,45.96000000000001,Frederic,McGown,Male,31,1981-03-25,Registered Nurse,Health,Mass Customer,N,No,13.0,42,41,8,2816.7599999999998,3,4,4,344,Gold,50,Recent Customer,4
9404,66,2717,2017-07-12,0.0,Approved,Giant Bicycles,Road,low,small,590.26,525.33,40487.0,64.92999999999995,Frederic,McGown,Male,31,1981-03-25,Registered Nurse,Health,Mass Customer,N,No,13.0,42,41,8,2816.7599999999998,3,4,4,344,Gold,50,Recent Customer,4
15,12,247,2017-06-11,0.0,Approved,Giant Bicycles,Standard,medium,large,1765.3,709.48,38193.0,1055.82,Kristal,Joysey,Female,62,1983-05-06,Staff Accountant II,Financial Services,High Net Worth,N,Yes,13.0,40,112,7,4913.16,2,4,4,244,Silver,50,Losing Customer,7
883,38,247,2017-09-09,0.0,Approved,Trek Bicycles,Standard,medium,large,2091.47,388.92,37659.0,1702.5499999999995,Kristal,Joysey,Female,62,1983-05-06,Staff Accountant II,Financial Services,High Net Worth,N,Yes,13.0,40,112,7,4913.16,2,4,4,244,Silver,50,Losing Customer,7
3200,0,247,2017-01-21,1.0,Approved,WeareA2B,Standard,medium,small,175.89,131.92,37668.0,43.97,Kristal,Joysey,Female,62,1983-05-06,Staff Accountant II,Financial Services,High Net Worth,N,Yes,13.0,40,112,7,4913.16,2,4,4,244,Silver,50,Losing Customer,7
3833,22,247,2017-06-17,0.0,Approved,Solex,Standard,medium,medium,575.27,431.45,34115.0,143.82,Kristal,Joysey,Female,62,1983-05-06,Staff Accountant II,Financial Services,High Net Worth,N,Yes,13.0,40,112,7,4913.16,2,4,4,244,Silver,50,Losing Customer,7
5268,10,247,2017-02-26,0.0,Approved,Solex,Standard,medium,medium,1945.43,333.18,41922.0,1612.25,Kristal,Joysey,Female,62,1983-05-06,Staff Accountant II,Financial Services,High Net Worth,N,Yes,13.0,40,112,7,4913.16,2,4,4,244,Silver,50,Losing Customer,7
7140,33,247,2017-01-16,1.0,Approved,OHM Cycles,Road,medium,small,1810.0,1610.9,36498.0,199.0999999999999,Kristal,Joysey,Female,62,1983-05-06,Staff Accountant II,Financial Services,High Net Worth,N,Yes,13.0,40,112,7,4913.16,2,4,4,244,Silver,50,Losing Customer,7
8582,59,247,2017-08-23,1.0,Approved,WeareA2B,Standard,medium,small,1415.01,1259.36,38002.0,155.6500000000001,Kristal,Joysey,Female,62,1983-05-06,Staff Accountant II,Financial Services,High Net Worth,N,Yes,13.0,40,112,7,4913.16,2,4,4,244,Silver,50,Losing Customer,7
16,3,2961,2017-10-10,0.0,Approved,Trek Bicycles,Standard,medium,large,2091.47,388.92,37873.0,1702.5499999999995,Merv,Barradell,Male,56,1975-03-22,Assistant Manager,Health,Mass Customer,N,Yes,12.0,48,2,4,4803.539999999999,4,3,4,434,Platinum,50,Very Loyal,2
2140,15,2961,2017-04-19,1.0,Approved,Norco Bicycles,Standard,low,medium,958.74,748.9,40670.0,209.84000000000003,Merv,Barradell,Male,56,1975-03-22,Assistant Manager,Health,Mass Customer,N,Yes,12.0,48,2,4,4803.539999999999,4,3,4,434,Platinum,50,Very Loyal,2
7169,44,2961,2017-12-28,0.0,Approved,WeareA2B,Standard,medium,medium,1769.64,108.76,40672.0,1660.88,Merv,Barradell,Male,56,1975-03-22,Assistant Manager,Health,Mass Customer,N,Yes,12.0,48,2,4,4803.539999999999,4,3,4,434,Platinum,50,Very Loyal,2
9656,39,2961,2017-11-01,0.0,Approved,Giant Bicycles,Standard,medium,large,1812.75,582.48,40336.0,1230.27,Merv,Barradell,Male,56,1975-03-22,Assistant Manager,Health,Mass Customer,N,Yes,12.0,48,2,4,4803.539999999999,4,3,4,434,Platinum,50,Very Loyal,2
18,33,1842,2017-06-02,0.0,Approved,Giant Bicycles,Standard,medium,small,1311.44,1167.18,33888.0,144.26,Ephrayim,Beville,Male,89,1977-02-27,Accountant IV,Financial Services,Mass Customer,N,No,8.0,46,211,2,915.38,1,1,2,112,Bronze,50,Evasive Customer,10
205,58,1842,2017-05-27,1.0,Approved,OHM Cycles,Standard,medium,medium,912.52,141.4,42295.0,771.12,Ephrayim,Beville,Male,89,1977-02-27,Accountant IV,Financial Services,Mass Customer,N,No,8.0,46,211,2,915.38,1,1,2,112,Bronze,50,Evasive Customer,10
19,54,2268,2017-04-06,1.0,Approved,WeareA2B,Standard,medium,medium,1292.84,13.44,39915.0,1279.4,Wilhelmina,Gothup,Female,66,1965-10-07,Pharmacist,Health,Mass Customer,N,No,19.0,57,35,3,2609.0299999999997,3,2,4,324,Gold,60,Potential Customer,5
9775,74,2268,2017-11-25,1.0,Approved,WeareA2B,Standard,medium,medium,1228.07,400.91,36668.0,827.1599999999999,Wilhelmina,Gothup,Female,66,1965-10-07,Pharmacist,Health,Mass Customer,N,No,19.0,57,35,3,2609.0299999999997,3,2,4,324,Gold,60,Potential Customer,5
9997,43,2268,2017-02-06,1.0,Approved,Solex,Standard,medium,medium,1151.96,649.49,36498.0,502.47,Wilhelmina,Gothup,Female,66,1965-10-07,Pharmacist,Health,Mass Customer,N,No,19.0,57,35,3,2609.0299999999997,3,2,4,324,Gold,60,Potential Customer,5
20,25,3002,2017-01-28,1.0,Approved,Giant Bicycles,Road,medium,medium,1538.99,829.65,37337.0,709.34,Tracey,Verdun,Male,62,1956-12-06,Paralegal,Financial Services,Mass Customer,N,Yes,16.0,66,44,6,1784.3200000000002,3,4,3,343,Gold,70,Potential Customer,5
232,30,3002,2017-08-04,0.0,Approved,Solex,Standard,high,medium,748.17,448.9,36361.0,299.27,Tracey,Verdun,Male,62,1956-12-06,Paralegal,Financial Services,Mass Customer,N,Yes,16.0,66,44,6,1784.3200000000002,3,4,3,343,Gold,70,Potential Customer,5
4243,69,3002,2017-01-06,1.0,Approved,Giant Bicycles,Road,medium,medium,792.9,594.68,40553.0,198.22000000000003,Tracey,Verdun,Male,62,1956-12-06,Paralegal,Financial Services,Mass Customer,N,Yes,16.0,66,44,6,1784.3200000000002,3,4,3,343,Gold,70,Potential Customer,5
4737,95,3002,2017-08-24,1.0,Approved,Giant Bicycles,Standard,medium,large,569.56,528.43,38002.0,41.13,Tracey,Verdun,Male,62,1956-12-06,Paralegal,Financial Services,Mass Customer,N,Yes,16.0,66,44,6,1784.3200000000002,3,4,3,343,Gold,70,Potential Customer,5
5295,77,3002,2017-09-15,0.0,Approved,Norco Bicycles,Road,medium,large,1240.31,795.1,37873.0,445.2099999999999,Tracey,Verdun,Male,62,1956-12-06,Paralegal,Financial Services,Mass Customer,N,Yes,16.0,66,44,6,1784.3200000000002,3,4,3,343,Gold,70,Potential Customer,5
5697,6,3002,2017-11-16,1.0,Approved,OHM Cycles,Standard,high,medium,227.88,136.73,38216.0,91.15,Tracey,Verdun,Male,62,1956-12-06,Paralegal,Financial Services,Mass Customer,N,Yes,16.0,66,44,6,1784.3200000000002,3,4,3,343,Gold,70,Potential Customer,5
21,27,1582,2017-10-09,0.0,Approved,Trek Bicycles,Standard,medium,medium,499.53,388.72,36334.0,110.80999999999996,Francesco,Wasson,Male,32,1978-01-14,Office Assistant III,Property,Mass Customer,N,No,4.0,45,82,4,1586.2199999999998,3,3,3,333,Gold,50,Potential Customer,5
351,59,1582,2017-06-15,0.0,Approved,Solex,Standard,medium,large,1061.56,733.58,34170.0,327.9799999999999,Francesco,Wasson,Male,32,1978-01-14,Office Assistant III,Property,Mass Customer,N,No,4.0,45,82,4,1586.2199999999998,3,3,3,333,Gold,50,Potential Customer,5
3358,79,1582,2017-06-21,0.0,Approved,Norco Bicycles,Standard,medium,medium,1555.58,818.01,37873.0,737.5699999999999,Francesco,Wasson,Male,32,1978-01-14,Office Assistant III,Property,Mass Customer,N,No,4.0,45,82,4,1586.2199999999998,3,3,3,333,Gold,50,Potential Customer,5
